redondez,esfericidad,finalCell3,finalCell4,finalCell5,finalCell6,finalCell7,finalCell8,finalCell9,finalCell10,finalCell11,finalCell12,finalCell13,finalCell14,finalCell15,finalCell16,finalCell17,finalCell18,finalCell19,finalCell20,finalCell21,finalCell22,finalCell23,finalCell24,finalCell25,finalCell26,finalCell27,finalCell28,finalCell29,finalCell30,finalCell31,finalCell32,finalCell33,finalCell34,finalCell35,finalCell36,finalCell37,finalCell38,finalCell39,finalCell40,finalCell41,finalCell42
0.311469316,0.506611466,0.72349905,0.976442318,0.869514924,0.87308361,0.899225392,0.930588186,0.809599247,0.998270797,0.937833308,0.966740304,0.916804528,0.698346204,0.98922528,0.99321819,0.96748218,0.999477292,0.99844043,0.988095001,0.999173514,0.983451934,0.863482814,0.994077217,0.804478226,0.983329853,0.914829019,0.822114178,0.997922482,0.999557174,0.996147715,0.944372468,0.996721106,0.977378967,0.919767219,0.998072323,0.978978502,0.977928059,0.993153004,0.87543097,0.954534612,0.998276578
0.232218146,0.721807837,0.516265172,0.97362239,0.965199377,0.999182379,0.979485146,0.784828754,0.902470369,0.82922908,0.97698139,0.707315684,0.962546458,0.922018189,0.784954651,0.988915,0.865633816,0.943214532,0.975174352,0.991455115,0.992783872,0.996138547,0.916785638,0.917115339,0.911099778,0.999935053,0.944634185,0.946218131,0.682517037,0.999356765,0.94403948,0.999966091,0.993782709,0.860944624,0.814474206,0.984624842,0.942211304,0.983776379,0.988276662,0.895821239,0.88201244,0.973334907
0.216417655,0.669341683,0.42873507,0.961274581,0.948058444,0.94057997,0.975050448,0.996834013,0.947885722,0.998860775,0.901839855,0.999905608,0.993640734,0.991710534,0.999281973,0.999430128,0.714103143,0.906638418,0.982046255,0.90583631,0.904082957,0.962905141,0.999909554,0.946037088,0.900928108,0.959106417,0.956503715,0.506493887,0.939729061,0.758349537,0.976831716,0.975890742,0.734460819,0.92960886,0.873459051,0.995492986,0.636154927,0.999439847,0.981641784,0.997541821,0.996257745,0.96929339
0.237891749,0.849534869,0.350357315,0.909142948,0.989305122,0.99938875,0.950455141,0.997950432,0.970329123,0.998776825,0.999604633,0.934592859,0.713651431,0.999633529,0.996526695,0.992657651,0.918944299,0.929058513,0.992946766,0.964432667,0.99867634,0.931196214,0.986595388,0.990071733,0.998879144,0.911857356,0.893804059,0.908994477,0.988333086,0.859245808,0.997205216,0.993690481,0.999991205,0.904440053,0.970339854,0.998819455,0.939375974,0.912335223,0.795720083,0.963918844,0.977770141,0.996089239
0.242952392,0.642964423,0.334843286,0.73951216,0.95105203,0.466175114,0.986680365,0.998121203,0.958033003,0.616826011,0.988346121,0.986857357,0.990902882,0.809271156,0.972740299,0.967948347,0.961110625,0.809663323,0.978947493,0.762149418,0.986162947,0.999101348,0.977811593,0.922961683,0.796205068,0.99956193,0.951496537,0.872491647,0.920520887,0.851581561,0.957957412,0.916731182,0.956498884,0.912728642,0.987816884,0.900215763,0.957015655,0.882219518,0.982789847,0.979481362,0.70553974,0.999943535
0.280320287,0.704193711,0.480592388,0.583249359,0.984075883,0.99938249,0.990301928,0.799216143,0.77488169,0.870767466,0.968729951,0.812438276,0.999834236,0.991476353,0.969242215,0.994894922,0.982725334,0.914769505,0.996783145,0.901229834,0.991258446,0.999986363,0.951341069,0.99922394,0.843942845,0.999989366,0.988803189,0.999975665,0.769708932,0.858995365,0.727716192,0.94746856,0.995665096,0.956293856,0.999996508,0.903836369,0.999786937,0.923636548,0.639628183,0.953060496,0.991902693,0.850107716
0.26648894,0.476097047,0.80946094,0.876739026,0.877192982,0.956502302,0.999193356,0.971623665,0.999966394,0.997180079,0.960600022,0.999104646,0.969053298,0.944625308,0.702544809,0.981906135,0.978482597,0.999907722,0.95331569,0.965799516,0.949535941,0.964434771,0.956825374,0.975915768,0.711851238,0.974719725,0.991733833,0.919687539,0.748856494,0.971646024,0.928441305,0.728160627,0.592802404,0.942197615,0.700426844,0.999612134,0.80396049,0.673872178,0.996618712,0.537446448,0.870761426,0.994499899
0.262890548,0.592410088,0.710571109,0.600181297,0.751356983,0.885291689,0.943330055,0.953129708,0.926609262,0.735524244,0.990965288,0.855805761,0.998533292,0.550684837,0.646315717,0.999627019,0.909982157,0.985505389,0.981341699,0.98009145,0.891406006,0.88503359,0.926999155,0.880708285,0.970987655,0.999269504,0.984734483,0.967880052,0.782829678,0.911273531,0.752003978,0.932074493,0.965700284,0.996229818,0.856821927,0.988658586,0.983523494,0.834418752,0.913019494,0.726129226,0.999931252,0.8650188
0.169817924,0.656948328,0.609114396,0.852814165,0.950747127,0.90048387,0.996684377,0.968302206,0.931629591,0.989019815,0.911967862,0.988736535,0.96347898,0.840655932,0.991830221,0.889598395,0.99418436,0.469805544,0.993328055,0.901662345,0.977334163,0.996677775,0.687501269,0.999761159,0.982314703,0.79189585,0.999687089,0.689279221,0.999929451,0.897095284,0.909708294,0.996856022,0.996218482,0.684113764,0.988982117,0.999895241,0.982338316,0.549686525,0.961931758,0.619881013,0.915242077,0.999254652
0.273731709,0.540304959,0.741334022,0.955337955,0.861666558,0.95108521,0.962876661,0.80253094,0.871065803,0.95245576,0.999716232,0.99670418,0.904091083,0.999822885,0.998463071,0.986156395,0.947166122,0.934217744,0.942511226,0.956815613,0.76223371,0.890681083,0.932312983,0.997971115,0.957034119,0.999870458,0.999817418,0.817007366,0.678735773,0.972361603,0.98240642,0.920996009,0.98725476,0.996812385,0.905112764,0.960463711,0.996054186,0.968875184,0.889622266,0.919650135,0.926394525,0.862611769
0.232218146,0.721807837,0.516265172,0.97362239,0.965199377,0.999182379,0.979485146,0.784828754,0.902470369,0.82922908,0.97698139,0.707315684,0.962546458,0.922018189,0.784954651,0.988915,0.865633816,0.943214532,0.975174352,0.991455115,0.992783872,0.996138547,0.916785638,0.917115339,0.911099778,0.999935053,0.944634185,0.946218131,0.682517037,0.999356765,0.94403948,0.999966091,0.993782709,0.860944624,0.814474206,0.984624842,0.942211304,0.983776379,0.988276662,0.895821239,0.88201244,0.973334907
0.262890548,0.592410088,0.710571109,0.600181297,0.751356983,0.885291689,0.943330055,0.953129708,0.926609262,0.735524244,0.990965288,0.855805761,0.998533292,0.550684837,0.646315717,0.999627019,0.909982157,0.985505389,0.981341699,0.98009145,0.891406006,0.88503359,0.926999155,0.880708285,0.970987655,0.999269504,0.984734483,0.967880052,0.782829678,0.911273531,0.752003978,0.932074493,0.965700284,0.996229818,0.856821927,0.988658586,0.983523494,0.834418752,0.913019494,0.726129226,0.999931252,0.8650188
0.336610645,0.692820013,0.604818588,0.841664132,0.997412821,0.977033205,0.682902757,0.999971107,0.999631738,0.999083785,0.99122169,0.806881143,0.999969063,0.955204545,0.874933516,0.909929295,0.984994774,0.998266854,0.777156584,0.567357685,0.996938821,0.947937012,0.973046275,0.894805776,0.998382145,0.906340452,0.996600804,0.86666648,0.998006877,0.998822389,0.933415377,0.999352228,0.994234059,0.977592873,0.717906299,0.999919481,0.653326279,0.993508429,0.959859278,0.955571101,0.938941345,0.940458642
0.35,0.610486031,0.62843465,0.917498741,0.963027936,0.99966126,0.994196417,0.973173975,0.880632798,0.90393768,0.952402939,0.920832067,0.917752019,0.62385707,0.963870163,0.884792024,0.877622233,0.993177862,0.994642082,0.7926749,0.851804086,0.999611984,0.99483929,0.992007883,0.908117237,0.994716327,0.968254506,0.909764456,0.970378955,0.998485041,0.982907992,0.6475265,0.992284174,0.950763492,0.993863831,0.999909728,0.994295357,0.998841039,0.985644326,0.999758124,0.975273739,0.983693597
0.231775209,0.487008154,0.80560075,0.880337856,0.90367704,0.771444968,0.941181767,0.99929032,0.988240613,0.989133803,0.985322733,0.883069275,0.920798537,0.951788632,0.8554346,0.996360156,0.923527188,0.996001236,0.982973372,0.997879876,0.959670126,0.978883908,0.972053414,0.980780877,0.869946794,0.898568166,0.942981845,0.994321292,0.999933292,0.855247762,0.999655813,0.999310229,0.996805804,0.889605836,0.976942063,0.956403152,0.995528553,0.999920782,0.957491891,0.941072965,0.993625812,0.998562195
0.427185357,0.677308321,0.567960706,0.852359192,0.990530391,0.694185303,0.932657868,0.999951754,0.950670688,0.580460138,0.787355299,0.894113362,0.933519354,0.997704498,0.854228415,0.907427097,0.655033201,0.760723688,0.991860559,0.922041283,0.616518027,0.982028848,0.995476388,0.999746535,0.984031715,0.768698894,0.73905019,0.785385382,0.8273183,0.912390839,0.999575917,0.923696719,0.910813172,0.979501315,0.978313396,0.961289806,0.980974392,0.859019137,0.984108059,0.998992216,0.288212772,0.998116839
0.239660159,0.616454005,0.690085785,0.767774313,0.987045468,0.945405152,0.987173813,0.947531494,0.928355647,0.951890553,0.97246757,0.942108741,0.985373107,0.944255737,0.980977814,0.818032381,0.979052623,0.999297942,0.950514382,0.978706293,0.932442687,0.998891298,0.97995564,0.987759285,0.983144902,0.923447206,0.563456278,0.99471115,0.999985331,0.979352952,0.980096494,0.995331107,0.987745286,0.857736844,0.801635107,0.885559392,0.982500254,0.951846007,0.97619561,0.93979549,0.992463583,0.990681795
0.284855098,0.595936775,0.734159924,0.924455295,0.691002571,0.999027818,0.996599434,0.984136598,0.98303218,0.944946966,0.978479685,0.98252979,0.999713787,0.956859797,0.997998362,0.87477515,0.982167838,0.551105102,0.999769321,0.902670343,0.994577649,0.999201402,0.928304748,0.99871077,0.900592251,0.838334618,0.867743144,0.99946605,0.994092968,0.771394408,0.906612395,0.791209355,0.792594268,0.96460632,0.989139482,0.86435439,0.914297039,0.998635887,0.999687306,0.819258529,0.935260729,0.939615697
0.18584682,0.647197425,0.53059327,0.503473313,0.996184988,0.798647992,0.996912123,0.991981592,0.894707364,0.745785019,0.945777208,0.757133659,0.900450397,0.881696496,0.821795772,0.997117958,0.999966344,0.547780097,0.896841911,0.966539802,0.916687702,0.900065752,0.971236309,0.998980619,0.931131743,0.998124027,0.989366066,0.999284875,0.986502837,0.992578015,0.990349457,0.94296073,0.906870521,0.875907514,0.999157429,0.881530073,0.983696285,0.95495801,0.976660164,0.904381563,0.958649351,0.550872418
0.275015712,0.555411756,0.757997875,0.728731741,0.997925391,0.967664436,0.83563651,0.989626075,0.992734578,0.839270932,0.978471844,0.980710178,0.995002731,0.877021445,0.982775877,0.948811691,0.999866029,0.931435723,0.917094053,0.962654877,0.989933697,0.940390472,0.959090622,0.974692199,0.993873779,0.990696082,0.96790212,0.971986098,0.786805582,0.789435672,0.984039431,0.955104125,0.99539999,0.967313236,0.939890505,0.978764862,0.999994106,0.824354884,0.929782137,0.941235077,0.830233078,0.838454233
0.224420816,0.55507201,0.740312438,0.96241337,0.894386249,0.853024948,0.962882698,0.887078157,0.559065513,0.992084236,0.678370839,0.968164448,0.864589646,0.999919645,0.965005498,0.884054126,0.988820758,0.970415343,0.981776225,0.910488308,0.875963671,0.816171308,0.579917371,0.990401594,0.899570861,0.932672713,0.84908795,0.850606644,0.643043451,0.991348652,0.979213768,0.994761211,0.972545595,0.951888492,0.999610873,0.996601089,0.988757711,0.99606051,0.965045561,0.93573006,0.96669314,0.901286176
0.279571384,0.704187691,0.380656706,0.74427207,0.943901603,0.975173206,0.978738905,0.648264003,0.636018806,0.893897434,0.924110855,0.995463326,0.96580679,0.986591823,0.987805524,0.939916642,0.845386138,0.93525307,0.848372711,0.999980465,0.926471855,0.938017585,0.999932979,0.99443506,0.815981349,0.959370085,0.903447394,0.995594197,0.881377948,0.999420552,0.989059591,0.988573504,0.970292215,0.977082229,0.988316852,0.89297491,0.987729345,0.997133353,0.850947518,0.970823373,0.626995771,0.999103909
0.23982954,0.649605691,0.530348576,0.757433694,0.993806764,0.833380435,0.892776271,0.998313013,0.831400357,0.949540937,0.9403152,0.915660348,0.999657895,0.890824971,0.999759463,0.524657268,0.999974347,0.993465637,0.741285046,0.957950072,0.879812749,0.91627505,0.904176272,0.985215438,0.998933462,0.811987526,0.997391081,0.918739937,0.833572876,0.956802772,0.986850076,0.999159786,0.924943985,0.832664235,0.916448003,0.831480304,0.970031951,0.998982435,0.908851193,0.973024595,0.426753267,0.775936443
0.243406042,0.65122962,0.599390876,0.820102559,0.97954983,0.976637936,0.995430638,0.930731817,0.989301848,0.82529371,0.968889345,0.905019023,0.997791255,0.966539559,0.997913729,0.977996887,0.999731681,0.865107683,0.550617063,0.863028235,0.999981824,0.996079365,0.820621673,0.990507997,0.949678878,0.854701633,0.999935439,0.988510979,0.984362214,0.778220513,0.770127876,0.947861981,0.830478508,0.98838313,0.998525247,0.799205144,0.988641874,0.960495024,0.779196853,0.825077262,0.878864284,0.707178415
0.256526887,0.67787236,0.560766237,0.826002324,0.999554906,0.798810333,0.888548181,0.96716297,0.990876271,0.986976934,0.980405853,0.711231233,0.98457481,0.962450425,0.957417284,0.999362667,0.93352176,0.996919373,0.966250455,0.905433738,0.918527271,0.853677617,0.984000654,0.993619759,0.932639227,0.986121642,0.996055466,0.72112032,0.95594906,0.762374785,0.986550211,0.905419596,0.82932087,0.943336714,0.981520636,0.956751208,0.916114485,0.944148684,0.845985042,0.956367717,0.9297286,0.937063131
0.209331796,0.743422091,0.279143202,0.78437068,0.931886714,0.953292565,0.992722455,0.994473285,0.965763973,0.763574582,0.926657319,0.883998889,0.780033712,0.99505562,0.88946221,0.99951518,0.593872657,0.982861246,0.976571154,0.984517269,0.935460011,0.915739924,0.993763315,0.996543087,0.776283019,0.994440524,0.934247163,0.953807119,0.999889089,0.892819334,0.971364532,0.984136038,0.758226181,0.91689077,0.987243792,0.938875231,0.683334228,0.823987484,0.923760649,0.998619613,0.795825568,0.999970654
0.256434858,0.668826103,0.513056299,0.76993374,0.997826603,0.609047041,0.450484254,0.898862674,0.963585471,0.986853512,0.997283431,0.742064958,0.977168883,0.692454474,0.949992991,0.987684684,0.991887934,0.888574455,0.998571175,0.996027226,0.967194563,0.960484135,0.902498964,0.999738278,0.959347353,0.983534032,0.981137091,0.971882145,0.985851162,0.644573163,0.721032836,0.999634131,0.833326473,0.617892853,0.997687116,0.881449008,0.998937956,0.972536172,0.720306873,0.912466207,0.860881,0.99989218
0.240051135,0.548894048,0.75595567,0.936065575,0.842819489,0.888409692,0.998842445,0.590705706,0.901496538,0.931542538,0.994435473,0.791974742,0.897011228,0.999987268,0.990296671,0.993415766,0.981792276,0.908035482,0.999975898,0.996327116,0.658014059,0.685582482,0.997631234,0.908556318,0.604282637,0.916942346,0.918239433,0.976070329,0.777805774,0.988954311,0.939978011,0.999468991,0.987497533,0.993567059,0.85156808,0.996930057,0.993462521,0.334951438,0.951163268,0.965087669,0.975075676,0.965530149
0.217808411,0.633381963,0.609148241,0.376724461,0.999636777,0.911120427,0.81901929,0.987187739,0.795720612,0.989367879,0.909160071,0.957476435,0.536503981,0.660300241,0.94350927,0.92925321,0.998324934,0.849551619,0.801730223,0.703335903,0.99991976,0.973663121,0.863755317,0.996038099,0.995618088,0.957172099,0.916380095,0.997165734,0.806405867,0.999997428,0.766537735,0.62227911,0.945772515,0.931190103,0.963329452,0.946967967,0.944398634,0.960241454,0.997924024,0.999943329,0.999890867,0.852262185
0.207042322,0.692179441,0.227661969,0.877858325,0.691111085,0.97911922,0.758079143,0.994068884,0.814924251,0.998639879,0.983519322,0.999543943,0.831776622,0.687530317,0.893193941,0.989077475,0.985657021,0.992587717,0.99340088,0.974454995,0.987623683,0.759013549,0.922992494,0.917932995,0.985878616,0.927412394,0.87848889,0.732843081,0.983996105,0.989967039,0.972250808,0.913855576,0.998532849,0.870167077,0.923971136,0.807758218,0.995586706,0.939437315,0.934083028,0.751003946,0.950292981,0.881450212
0.295051038,0.594729722,0.69519464,0.788577362,0.942459145,0.911355228,0.702946967,0.957672667,0.905059397,0.888690796,0.805505198,0.454377702,0.922989977,0.976364942,0.990086896,0.895216292,0.782719576,0.998538586,0.921520524,0.985740831,0.836137948,0.998685986,0.909459744,0.924057182,0.996233926,0.964331246,0.999292582,0.917270033,0.9972259,0.974388451,0.994213125,0.984981719,0.996479968,0.791947712,0.996707631,0.98992421,0.969335109,0.896283116,0.99773604,0.856781367,0.916807904,0.633864031
0.240051135,0.548894048,0.75595567,0.936065575,0.842819489,0.888409692,0.998842445,0.590705706,0.901496538,0.931542538,0.994435473,0.791974742,0.897011228,0.999987268,0.990296671,0.993415766,0.981792276,0.908035482,0.999975898,0.996327116,0.658014059,0.685582482,0.997631234,0.908556318,0.604282637,0.916942346,0.918239433,0.976070329,0.777805774,0.988954311,0.939978011,0.999468991,0.987497533,0.993567059,0.85156808,0.996930057,0.993462521,0.334951438,0.951163268,0.965087669,0.975075676,0.965530149
0.177326679,0.751342833,0.50291596,0.963320927,0.988991255,0.978961708,0.996927349,0.995533483,0.931729455,0.996417845,0.96256564,0.942207294,0.931942476,0.906298408,0.997170101,0.96154953,0.769595531,0.848980948,0.997973588,0.990771153,0.879527355,0.91893278,0.863722256,0.993572615,0.940518866,0.983885281,0.69098985,0.975703839,0.717287784,0.999797439,0.972059085,0.884640384,0.931659671,0.987637198,0.894807758,0.724373798,0.9051135,0.988369411,0.99885777,0.935281167,0.992002728,0.87110914
0.208831772,0.670202255,0.588924718,0.793928867,0.867268013,0.690806204,0.999934269,0.990799918,0.995818437,0.889762804,0.965548418,0.94074458,0.959963102,0.949637048,0.827117951,0.995556937,0.911013095,0.712761001,0.99782996,0.885610018,0.998463299,0.99839181,0.892949018,0.972557122,0.945982257,0.98096419,0.907477236,0.98543651,0.845432128,0.79164149,0.999614338,0.97615378,0.998949301,0.978746495,0.906973282,0.995419738,0.994679259,0.962754091,0.998443278,0.989079904,0.996652185,0.918473541
0.271764785,0.54719907,0.773467043,0.889342535,0.699596885,0.979471241,0.986545074,0.946953955,0.999981314,0.932219378,0.939393664,0.959429648,0.999981821,0.992124253,0.890481086,0.925096294,0.994613311,0.994943384,0.999906218,0.999736223,0.981484739,0.974576103,0.968796638,0.991686594,0.720038065,0.986505323,0.819547609,0.998530681,0.810206849,0.807342838,0.998307805,0.999074004,0.991901004,0.978779321,0.869772523,0.981741697,0.709605404,0.803241943,0.987561847,0.995518037,0.966049792,0.998008093
0.256526887,0.67787236,0.560766237,0.826002324,0.999554906,0.798810333,0.888548181,0.96716297,0.990876271,0.986976934,0.980405853,0.711231233,0.98457481,0.962450425,0.957417284,0.999362667,0.93352176,0.996919373,0.966250455,0.905433738,0.918527271,0.853677617,0.984000654,0.993619759,0.932639227,0.986121642,0.996055466,0.72112032,0.95594906,0.762374785,0.986550211,0.905419596,0.82932087,0.943336714,0.981520636,0.956751208,0.916114485,0.944148684,0.845985042,0.956367717,0.9297286,0.937063131
0.22049506,0.730888784,0.523451552,0.893513046,0.998144001,0.999303052,0.98568997,0.9997478,0.993367316,0.739005408,0.980642533,0.827584591,0.984551918,0.922424124,0.940296933,0.915493479,0.999931507,0.999304276,0.999655188,0.995494299,0.980413757,0.992083619,0.974850066,0.865724626,0.997296674,0.975809555,0.998488688,0.461575978,0.83624385,0.962628519,0.996782218,0.969856629,0.999998631,0.957997824,0.929535756,0.999408082,0.910251896,0.8867097,0.997130227,0.947816012,0.873164017,0.886406861
0.226441637,0.604172528,0.607811005,0.873383605,0.756599108,0.933197562,0.944782443,0.751646205,0.98809997,0.743661395,0.764674904,0.87585461,0.999515274,0.942088795,0.971369167,0.994779254,0.82740677,0.983230748,0.969891217,0.987589701,0.960144085,0.956149537,0.993844264,0.901357137,0.999280838,0.968977239,0.999928878,0.992681223,0.814393687,0.88555329,0.935437392,0.893597604,0.955471641,0.882038728,0.884565078,0.970683648,0.982968097,0.89940297,0.966899984,0.829095314,0.996718479,0.98476486
0.208915994,0.77897191,0.431981333,0.73780452,0.948693679,0.916120077,0.913427781,0.7345553,0.980401501,0.88844406,0.729470536,0.875171681,0.851238848,0.999968457,0.964525852,0.997526849,0.7907639,0.99636392,0.998420272,0.932562346,0.738161721,0.9636695,0.999937692,0.991999459,0.99853056,0.930375375,0.998065009,0.999755378,0.950606744,0.940290142,0.999688824,0.933419547,0.99987251,0.996445758,0.957167531,0.992309907,0.942593652,0.895602466,0.999894149,0.995769073,0.990838983,0.990748261
0.226498887,0.725682735,0.537672456,0.856011456,0.996001375,0.975804385,0.731659966,0.989974231,0.999002354,0.296985133,0.694409138,0.999209109,0.999898206,0.941232805,0.998626555,0.996111216,0.978094787,0.868018665,0.950863773,0.997631223,0.997893304,0.99923896,0.911345936,0.98332882,0.918693941,0.436602183,0.999161423,0.917356165,0.949531303,0.971056678,0.947544225,0.98671019,0.963404714,0.909468419,0.963749235,0.9582725,0.884610016,0.858126967,0.624075488,0.95135907,0.981452256,0.996147952
0.241651386,0.654306829,0.582676619,0.737152987,0.851857579,0.934734606,0.833794626,0.989347933,0.751455976,0.899661105,0.788171802,0.988262811,0.969676901,0.995648507,0.985031538,0.994800675,0.793939205,0.894566211,0.638511957,0.992053758,0.991750022,0.812434101,0.996415474,0.997688404,0.867399616,0.672550884,0.980687673,0.995910171,0.891430915,0.818700998,0.826865615,0.865934354,0.779746517,0.933254683,0.974829913,0.956457279,0.834780874,0.999995301,0.909010125,0.995118122,0.653799407,0.686041924
0.561662853,0.926688313,0.245079734,0.983738566,0.945943397,0.628924218,0.915718157,0.923924146,0.819298567,0.994740455,0.890004402,0.901920053,0.926422037,0.851209763,0.995552781,0.883088204,0.976813107,0.908238861,0.962240367,0.935137785,0.980271057,0.967429845,0.867444423,0.906437953,0.831894117,0.910249858,0.854762416,0.849035764,0.962058226,0.980010966,0.859272593,0.997309592,0.995600857,0.881401243,0.999255909,0.9775193,0.987593527,0.968090221,0.989065031,0.994419502,0.887712147,0.937700618
0.593674362,0.927385986,0.264992611,0.7281562,0.992745679,0.994578286,0.861319524,0.997536901,0.979597986,0.633403062,0.68536163,0.999987774,0.690417088,0.999997168,0.847287502,0.992571134,0.982932523,0.989502417,0.99279327,0.870884788,0.924994245,0.987174241,0.993043837,0.934151928,0.994127311,0.831923775,0.941499123,0.81019037,0.96008607,0.91696431,0.999986802,0.642318564,0.947569878,0.834165135,0.999355014,0.999632706,0.945592128,0.99977369,0.996297008,0.982063524,0.988631605,0.988979599
0.9,0.927385986,0.264992611,0.7281562,0.992745679,0.994578286,0.861319524,0.997536901,0.979597986,0.633403062,0.68536163,0.999987774,0.690417088,0.999997168,0.847287502,0.992571134,0.982932523,0.989502417,0.99279327,0.870884788,0.924994245,0.987174241,0.993043837,0.934151928,0.994127311,0.831923775,0.941499123,0.81019037,0.96008607,0.91696431,0.999986802,0.642318564,0.947569878,0.834165135,0.999355014,0.999632706,0.945592128,0.99977369,0.996297008,0.982063524,0.988631605,0.988979599
0.563,0.730976522,0.520206178,0.799534659,0.952821605,0.718793427,0.971128071,0.987063014,0.971576854,0.625262827,0.986117797,0.999911361,0.954904174,0.925035103,0.994444005,0.815356402,0.999857367,0.900928074,0.998583172,0.979401268,0.97966101,0.987020571,0.99699193,0.700269961,0.997067355,0.986623442,0.967677871,0.999913656,0.949892415,0.987606748,0.690120855,0.711286971,0.97991315,0.881148639,0.99207389,0.903433047,0.952775805,0.974480286,0.972903,0.999957184,0.967059847,0.992207417
0.7,0.876587093,0.322092858,0.991682966,0.954832421,0.99999702,0.695797948,0.962150027,0.99290614,0.978280602,0.999926381,0.968674457,0.979447178,0.914100017,0.986861842,0.956948035,0.692509973,0.99594761,0.944245894,0.927073658,0.977938888,0.99968272,0.930397706,0.948588508,0.791315856,0.998190411,0.999341802,0.997467002,0.729311922,0.91731267,0.798529965,0.848844639,0.999910143,0.97095678,0.948963232,0.987833166,0.633359245,0.969000988,0.950992619,0.96385028,0.981530183,0.91885683
0.8,0.855648816,0.379195439,0.49776754,0.951199756,0.969299429,0.94113955,0.989386233,0.973612981,0.890003118,0.94605706,0.949476854,0.920584635,0.999688505,0.975607521,0.938461495,0.898314118,0.77958653,0.981848185,0.812217868,0.749467248,0.783914835,0.961583345,0.898502034,0.970846491,0.800274262,0.986421274,0.605489375,0.788420012,0.989884994,0.998437454,0.973672355,0.700280528,0.995721481,0.888033571,0.999812071,0.963596825,0.861122953,0.857095568,0.975665912,0.687635567,0.983073764
0.4,0.730976522,0.520206178,0.799534659,0.952821605,0.718793427,0.971128071,0.987063014,0.971576854,0.625262827,0.986117797,0.999911361,0.954904174,0.925035103,0.994444005,0.815356402,0.999857367,0.900928074,0.998583172,0.979401268,0.97966101,0.987020571,0.99699193,0.700269961,0.997067355,0.986623442,0.967677871,0.999913656,0.949892415,0.987606748,0.690120855,0.711286971,0.97991315,0.881148639,0.99207389,0.903433047,0.952775805,0.974480286,0.972903,0.999957184,0.967059847,0.992207417
0.348520547,0.876587093,0.322092858,0.991682966,0.954832421,0.99999702,0.695797948,0.962150027,0.99290614,0.978280602,0.999926381,0.968674457,0.979447178,0.914100017,0.986861842,0.956948035,0.692509973,0.99594761,0.944245894,0.927073658,0.977938888,0.99968272,0.930397706,0.948588508,0.791315856,0.998190411,0.999341802,0.997467002,0.729311922,0.91731267,0.798529965,0.848844639,0.999910143,0.97095678,0.948963232,0.987833166,0.633359245,0.969000988,0.950992619,0.96385028,0.981530183,0.91885683
0.252200723,0.782279193,0.418687623,0.423004043,0.99950902,0.773020957,0.978125179,0.97798853,0.989024048,0.999636085,0.98332241,0.399472761,0.9726207,0.928074021,0.976354233,0.940749268,0.671800017,0.884707012,0.951772923,0.892340177,0.500777302,0.993145741,0.981100654,0.980081222,0.982811957,0.998168866,0.954323417,0.844672085,0.917541031,0.992496483,0.967752683,0.98932537,0.974785818,0.99377334,0.891169649,0.987414147,0.858215636,0.608528434,0.998480845,0.902233839,0.848881016,0.938289221
